ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET011521,CUST009421,Delayed Refund,2025-01-29,0
TICKET011522,CUST046841,KYC Verification Delay,2025-02-05,8
TICKET011523,CUST090570,Loan Application Rejected,2024-09-21,3
TICKET011524,CUST014602,ATM Withdrawal Failed,2024-09-25,4
TICKET011525,CUST023289,Poor Customer Service,2024-07-27,10
TICKET011526,CUST011770,Delayed Refund,2025-01-10,0
TICKET011527,CUST087823,Mobile App Issues,2024-12-21,2
TICKET011528,CUST027473,Loan Application Rejected,2024-10-26,1
TICKET011529,CUST009244,Loan Application Rejected,2024-12-03,8
TICKET011530,CUST069441,Poor Customer Service,2024-09-30,10
TICKET011531,CUST022121,Incorrect Charges,2025-02-27,10
TICKET011532,CUST082864,Loan Application Rejected,2025-04-23,2
TICKET011533,CUST044664,Unauthorized Transaction,2025-01-28,2
TICKET011534,CUST089595,Incorrect Charges,2024-06-11,10
TICKET011535,CUST022078,Card Not Working,2025-03-05,5
TICKET011536,CUST062662,KYC Verification Delay,2025-01-16,9
TICKET011537,CUST002242,Incorrect Charges,2024-10-10,10
TICKET011538,CUST044109,Loan Application Rejected,2024-10-08,9
TICKET011539,CUST087551,Delayed Refund,2025-04-13,6
TICKET011540,CUST008794,Poor Customer Service,2024-10-26,8
TICKET011541,CUST054398,Loan Application Rejected,2024-06-06,7
TICKET011542,CUST032373,KYC Verification Delay,2024-06-12,2
TICKET011543,CUST085692,Card Not Working,2024-06-22,4
TICKET011544,CUST070115,KYC Verification Delay,2024-09-08,9
TICKET011545,CUST071352,Poor Customer Service,2025-01-30,3
TICKET011546,CUST099537,Poor Customer Service,2025-02-07,6
TICKET011547,CUST085766,Card Not Working,2024-11-30,10
TICKET011548,CUST096792,ATM Withdrawal Failed,2024-08-17,7
TICKET011549,CUST022273,Delayed Refund,2024-12-04,2
TICKET011550,CUST028486,ATM Withdrawal Failed,2024-12-16,0
TICKET011551,CUST055258,Delayed Refund,2025-01-09,6
TICKET011552,CUST094208,Delayed Refund,2024-10-11,6
TICKET011553,CUST079749,Poor Customer Service,2024-07-30,4
TICKET011554,CUST077969,Incorrect Charges,2024-06-04,4
TICKET011555,CUST004242,Incorrect Charges,2025-03-24,3
TICKET011556,CUST047475,Account Locked,2024-11-02,9
TICKET011557,CUST062355,Account Locked,2025-01-21,4
TICKET011558,CUST096854,KYC Verification Delay,2024-06-04,0
TICKET011559,CUST087868,Account Locked,2024-09-18,10
TICKET011560,CUST071970,KYC Verification Delay,2024-10-30,3
TICKET011561,CUST009011,Poor Customer Service,2024-06-27,7
TICKET011562,CUST089769,Mobile App Issues,2024-06-18,0
TICKET011563,CUST079590,Delayed Refund,2025-04-26,5
TICKET011564,CUST008569,Poor Customer Service,2024-12-07,8
TICKET011565,CUST000030,KYC Verification Delay,2024-10-21,1
TICKET011566,CUST029920,Card Not Working,2024-11-15,10
TICKET011567,CUST083680,ATM Withdrawal Failed,2024-10-14,2
TICKET011568,CUST071457,Account Locked,2024-08-20,2
TICKET011569,CUST014103,Card Not Working,2024-11-12,8
TICKET011570,CUST089244,ATM Withdrawal Failed,2025-02-06,4
TICKET011571,CUST046826,KYC Verification Delay,2025-04-06,7
TICKET011572,CUST071322,ATM Withdrawal Failed,2025-02-02,10
TICKET011573,CUST097938,Mobile App Issues,2025-01-07,6
TICKET011574,CUST057810,Incorrect Charges,2024-10-25,2
TICKET011575,CUST031857,Card Not Working,2025-01-25,2
TICKET011576,CUST011609,Loan Application Rejected,2024-10-12,5
TICKET011577,CUST089027,Incorrect Charges,2025-02-17,2
TICKET011578,CUST040391,Loan Application Rejected,2025-03-25,2
TICKET011579,CUST015300,Unauthorized Transaction,2024-11-08,2
TICKET011580,CUST078863,Account Locked,2024-07-28,0
TICKET011581,CUST008483,ATM Withdrawal Failed,2024-09-10,8
TICKET011582,CUST035719,Unauthorized Transaction,2024-06-22,6
TICKET011583,CUST023691,Poor Customer Service,2024-10-02,9
TICKET011584,CUST008482,Mobile App Issues,2024-10-26,0
TICKET011585,CUST021218,Poor Customer Service,2024-08-12,3
TICKET011586,CUST080461,Account Locked,2025-04-11,9
TICKET011587,CUST041168,Incorrect Charges,2024-07-05,3
TICKET011588,CUST083699,KYC Verification Delay,2025-04-08,6
TICKET011589,CUST047920,Mobile App Issues,2024-11-15,2
TICKET011590,CUST083252,Loan Application Rejected,2024-07-07,0
TICKET011591,CUST048416,ATM Withdrawal Failed,2024-11-16,6
TICKET011592,CUST003250,Mobile App Issues,2025-01-07,1
TICKET011593,CUST035957,Account Locked,2024-08-19,0
TICKET011594,CUST073554,Card Not Working,2024-07-24,10
TICKET011595,CUST039885,Card Not Working,2025-02-26,9
TICKET011596,CUST041731,Poor Customer Service,2024-12-06,7
TICKET011597,CUST063658,Incorrect Charges,2024-05-14,6
TICKET011598,CUST001843,Loan Application Rejected,2024-08-21,5
TICKET011599,CUST063428,Mobile App Issues,2025-01-10,9
TICKET011600,CUST096387,Poor Customer Service,2024-09-12,8
TICKET011601,CUST021513,Mobile App Issues,2024-10-22,3
TICKET011602,CUST054865,Loan Application Rejected,2024-08-03,5
TICKET011603,CUST040815,ATM Withdrawal Failed,2025-04-24,0
TICKET011604,CUST011009,Mobile App Issues,2024-08-04,8
TICKET011605,CUST049034,Loan Application Rejected,2024-11-05,9
TICKET011606,CUST012637,Unauthorized Transaction,2024-09-29,8
TICKET011607,CUST021417,Mobile App Issues,2024-06-09,10
TICKET011608,CUST096994,Loan Application Rejected,2024-10-05,4
TICKET011609,CUST062193,Unauthorized Transaction,2025-03-07,4
TICKET011610,CUST041718,KYC Verification Delay,2025-04-24,2
TICKET011611,CUST053824,Incorrect Charges,2024-12-21,6
TICKET011612,CUST023849,Mobile App Issues,2024-05-21,2
TICKET011613,CUST051489,KYC Verification Delay,2024-06-05,4
TICKET011614,CUST044184,KYC Verification Delay,2025-03-18,4
TICKET011615,CUST047690,Loan Application Rejected,2024-08-16,1
TICKET011616,CUST013413,Mobile App Issues,2024-12-24,2
TICKET011617,CUST074073,KYC Verification Delay,2025-03-05,8
TICKET011618,CUST029404,Loan Application Rejected,2025-01-18,9
TICKET011619,CUST083315,Delayed Refund,2025-05-06,7
TICKET011620,CUST043770,Unauthorized Transaction,2024-11-22,6
TICKET011621,CUST041992,Poor Customer Service,2024-10-26,9
TICKET011622,CUST034733,Delayed Refund,2024-07-10,10
TICKET011623,CUST045607,Unauthorized Transaction,2024-10-02,6
TICKET011624,CUST045031,Delayed Refund,2024-08-11,10
TICKET011625,CUST058260,Card Not Working,2025-02-23,2
TICKET011626,CUST054662,Incorrect Charges,2025-03-02,0
TICKET011627,CUST084397,Account Locked,2024-06-23,1
TICKET011628,CUST030367,Account Locked,2024-09-04,2
TICKET011629,CUST054814,KYC Verification Delay,2025-03-23,5
TICKET011630,CUST002492,ATM Withdrawal Failed,2024-09-23,8
TICKET011631,CUST073989,Mobile App Issues,2025-02-06,2
TICKET011632,CUST033987,ATM Withdrawal Failed,2024-08-31,10
TICKET011633,CUST051598,Poor Customer Service,2025-04-13,6
TICKET011634,CUST048413,KYC Verification Delay,2025-02-09,6
TICKET011635,CUST004781,Loan Application Rejected,2025-05-02,3
TICKET011636,CUST007137,Poor Customer Service,2025-04-17,3
TICKET011637,CUST075923,Delayed Refund,2024-12-04,9
TICKET011638,CUST010578,Loan Application Rejected,2024-08-12,3
TICKET011639,CUST011503,Poor Customer Service,2025-02-14,5
TICKET011640,CUST042881,KYC Verification Delay,2024-11-19,2
TICKET011641,CUST029666,Delayed Refund,2024-11-16,1
TICKET011642,CUST030958,Delayed Refund,2025-03-02,4
TICKET011643,CUST037463,Unauthorized Transaction,2025-01-17,3
TICKET011644,CUST008421,Card Not Working,2025-01-08,8
TICKET011645,CUST034552,Loan Application Rejected,2024-11-08,7
TICKET011646,CUST084636,Account Locked,2024-05-22,10
TICKET011647,CUST077780,Account Locked,2024-08-16,5
TICKET011648,CUST061676,Delayed Refund,2024-11-04,5
TICKET011649,CUST082318,KYC Verification Delay,2024-09-11,7
TICKET011650,CUST029070,Delayed Refund,2024-07-10,10
TICKET011651,CUST011361,Delayed Refund,2024-12-20,10
TICKET011652,CUST091000,Loan Application Rejected,2024-11-28,3
TICKET011653,CUST017459,KYC Verification Delay,2025-01-27,5
TICKET011654,CUST051539,Account Locked,2025-03-05,2
TICKET011655,CUST083444,Loan Application Rejected,2025-03-17,1
TICKET011656,CUST022752,Card Not Working,2024-11-04,2
TICKET011657,CUST054538,Account Locked,2024-06-04,7
TICKET011658,CUST028389,Unauthorized Transaction,2025-03-07,0
TICKET011659,CUST063144,Account Locked,2024-07-15,4
TICKET011660,CUST021564,Poor Customer Service,2025-01-25,6
TICKET011661,CUST032678,Incorrect Charges,2025-04-14,8
TICKET011662,CUST092798,Poor Customer Service,2024-07-23,9
TICKET011663,CUST041542,Incorrect Charges,2025-03-07,8
TICKET011664,CUST000199,KYC Verification Delay,2024-07-25,10
TICKET011665,CUST048113,Loan Application Rejected,2024-08-05,6
TICKET011666,CUST021191,Delayed Refund,2024-08-01,1
TICKET011667,CUST088403,Mobile App Issues,2024-08-06,8
TICKET011668,CUST023090,Poor Customer Service,2025-01-18,6
TICKET011669,CUST068987,Mobile App Issues,2024-09-25,1
TICKET011670,CUST092873,Poor Customer Service,2025-04-28,10
TICKET011671,CUST023469,Loan Application Rejected,2025-02-10,2
TICKET011672,CUST080530,ATM Withdrawal Failed,2024-09-02,3
TICKET011673,CUST083412,Poor Customer Service,2024-10-15,4
TICKET011674,CUST018907,Account Locked,2024-09-28,1
TICKET011675,CUST040452,Poor Customer Service,2024-05-10,8
TICKET011676,CUST022740,KYC Verification Delay,2025-03-13,2
TICKET011677,CUST087876,Mobile App Issues,2024-12-14,0
TICKET011678,CUST064994,Mobile App Issues,2024-09-15,4
TICKET011679,CUST042522,ATM Withdrawal Failed,2025-04-04,3
TICKET011680,CUST084564,Unauthorized Transaction,2024-10-15,4
TICKET011681,CUST060571,Card Not Working,2024-06-18,1
TICKET011682,CUST086307,Account Locked,2025-03-15,3
TICKET011683,CUST029241,Account Locked,2024-06-15,8
TICKET011684,CUST088341,Incorrect Charges,2024-10-06,10
TICKET011685,CUST027460,Mobile App Issues,2024-08-27,2
TICKET011686,CUST098101,Unauthorized Transaction,2024-08-13,1
TICKET011687,CUST069862,Incorrect Charges,2024-09-24,2
TICKET011688,CUST025121,Delayed Refund,2024-10-14,5
TICKET011689,CUST051821,Loan Application Rejected,2025-05-05,7
TICKET011690,CUST036669,Delayed Refund,2025-04-28,10
TICKET011691,CUST023738,Mobile App Issues,2025-02-08,0
TICKET011692,CUST059764,Loan Application Rejected,2024-06-13,3
TICKET011693,CUST036472,Unauthorized Transaction,2025-02-07,3
TICKET011694,CUST081458,Incorrect Charges,2025-01-18,3
TICKET011695,CUST040104,Delayed Refund,2025-01-24,5
TICKET011696,CUST012278,Unauthorized Transaction,2024-12-23,6
TICKET011697,CUST059547,Mobile App Issues,2024-07-12,3
TICKET011698,CUST039688,Incorrect Charges,2024-05-13,10
TICKET011699,CUST016863,Card Not Working,2024-09-29,0
TICKET011700,CUST039000,Delayed Refund,2024-10-10,7
TICKET011701,CUST003063,Delayed Refund,2024-10-16,10
TICKET011702,CUST095125,Poor Customer Service,2025-02-16,2
TICKET011703,CUST029387,Unauthorized Transaction,2025-01-16,1
TICKET011704,CUST030734,KYC Verification Delay,2024-09-30,6
TICKET011705,CUST031813,ATM Withdrawal Failed,2025-04-01,10
TICKET011706,CUST071565,KYC Verification Delay,2024-08-13,3
TICKET011707,CUST043843,Poor Customer Service,2025-04-24,3
TICKET011708,CUST049398,Loan Application Rejected,2024-10-01,3
TICKET011709,CUST000013,Mobile App Issues,2025-03-31,10
TICKET011710,CUST075224,Unauthorized Transaction,2024-10-24,1
TICKET011711,CUST095692,Mobile App Issues,2024-10-17,1
TICKET011712,CUST096428,Delayed Refund,2025-04-26,4
TICKET011713,CUST093569,Card Not Working,2025-03-18,3
TICKET011714,CUST061929,KYC Verification Delay,2025-04-29,6
TICKET011715,CUST070583,KYC Verification Delay,2024-05-08,1
TICKET011716,CUST096746,Incorrect Charges,2024-07-27,3
TICKET011717,CUST082074,Account Locked,2024-08-11,9
TICKET011718,CUST082730,Account Locked,2025-02-20,0
TICKET011719,CUST047008,Poor Customer Service,2025-03-17,4
TICKET011720,CUST078638,ATM Withdrawal Failed,2025-02-09,3
TICKET011721,CUST094045,Account Locked,2025-02-10,8
TICKET011722,CUST019813,Delayed Refund,2024-09-27,6
TICKET011723,CUST067045,ATM Withdrawal Failed,2024-08-18,0
TICKET011724,CUST095565,Delayed Refund,2025-02-12,0
TICKET011725,CUST035676,Account Locked,2024-05-14,8
TICKET011726,CUST012677,Card Not Working,2024-06-07,5
TICKET011727,CUST065463,Unauthorized Transaction,2025-04-09,0
TICKET011728,CUST076672,Poor Customer Service,2024-08-14,4
TICKET011729,CUST027310,Mobile App Issues,2025-04-19,9
TICKET011730,CUST084140,Poor Customer Service,2025-03-03,8
TICKET011731,CUST091528,KYC Verification Delay,2025-04-26,10
TICKET011732,CUST086007,Poor Customer Service,2025-05-04,9
TICKET011733,CUST018205,Unauthorized Transaction,2025-03-14,7
TICKET011734,CUST064924,Mobile App Issues,2025-02-17,5
TICKET011735,CUST071688,Delayed Refund,2024-09-30,2
TICKET011736,CUST022644,Loan Application Rejected,2024-10-04,9
TICKET011737,CUST054507,KYC Verification Delay,2024-06-14,4
TICKET011738,CUST090374,Loan Application Rejected,2025-03-07,0
TICKET011739,CUST005535,Account Locked,2024-12-17,3
TICKET011740,CUST030091,Mobile App Issues,2024-09-29,0
TICKET011741,CUST034493,ATM Withdrawal Failed,2024-11-15,4
TICKET011742,CUST048564,Delayed Refund,2024-05-09,2
TICKET011743,CUST077043,Loan Application Rejected,2024-10-10,8
TICKET011744,CUST000097,Account Locked,2024-10-06,1
TICKET011745,CUST018359,Poor Customer Service,2024-11-02,10
TICKET011746,CUST095822,Delayed Refund,2024-09-26,4
TICKET011747,CUST007433,ATM Withdrawal Failed,2025-02-23,1
TICKET011748,CUST037398,Card Not Working,2024-05-22,10
TICKET011749,CUST038646,Loan Application Rejected,2025-01-08,8
TICKET011750,CUST048096,Loan Application Rejected,2025-01-03,6
TICKET011751,CUST092897,Unauthorized Transaction,2025-04-28,9
TICKET011752,CUST005085,Mobile App Issues,2024-09-12,6
TICKET011753,CUST054612,Mobile App Issues,2024-09-03,4
TICKET011754,CUST065555,ATM Withdrawal Failed,2025-02-27,10
TICKET011755,CUST029499,Incorrect Charges,2024-10-07,10
TICKET011756,CUST060369,Poor Customer Service,2024-11-18,0
TICKET011757,CUST005404,Unauthorized Transaction,2024-12-02,0
TICKET011758,CUST076762,Incorrect Charges,2024-11-03,5
TICKET011759,CUST016877,ATM Withdrawal Failed,2024-06-03,9
TICKET011760,CUST072971,Incorrect Charges,2024-05-21,9
TICKET011761,CUST090563,Poor Customer Service,2024-12-17,10
TICKET011762,CUST069817,Poor Customer Service,2024-12-16,4
TICKET011763,CUST078463,Card Not Working,2024-06-07,8
TICKET011764,CUST086186,Unauthorized Transaction,2024-10-25,0
TICKET011765,CUST047585,KYC Verification Delay,2024-10-10,1
TICKET011766,CUST065733,Mobile App Issues,2024-08-04,7
TICKET011767,CUST089648,Mobile App Issues,2024-08-01,6
TICKET011768,CUST025267,Incorrect Charges,2024-07-03,4
TICKET011769,CUST039863,Incorrect Charges,2024-07-12,8
TICKET011770,CUST033280,Delayed Refund,2025-04-26,5
TICKET011771,CUST083266,Account Locked,2024-06-06,3
TICKET011772,CUST019027,Loan Application Rejected,2024-06-03,9
TICKET011773,CUST028540,Card Not Working,2025-05-08,10
TICKET011774,CUST071631,ATM Withdrawal Failed,2025-04-14,1
TICKET011775,CUST061586,Card Not Working,2025-04-14,8
TICKET011776,CUST061314,Poor Customer Service,2024-12-08,3
TICKET011777,CUST073010,Loan Application Rejected,2025-02-25,4
TICKET011778,CUST062242,Unauthorized Transaction,2024-12-13,5
TICKET011779,CUST063597,ATM Withdrawal Failed,2025-04-13,4
TICKET011780,CUST058849,Unauthorized Transaction,2024-06-17,9
TICKET011781,CUST029231,Mobile App Issues,2024-10-11,6
TICKET011782,CUST071099,Poor Customer Service,2025-04-26,8
TICKET011783,CUST034283,Mobile App Issues,2025-02-20,6
TICKET011784,CUST034791,Poor Customer Service,2025-04-03,7
TICKET011785,CUST085318,Incorrect Charges,2024-05-14,8
TICKET011786,CUST057982,Unauthorized Transaction,2025-02-27,0
TICKET011787,CUST029774,ATM Withdrawal Failed,2024-11-10,6
TICKET011788,CUST071209,KYC Verification Delay,2024-11-10,2
TICKET011789,CUST024372,ATM Withdrawal Failed,2024-05-12,10
TICKET011790,CUST041757,KYC Verification Delay,2024-08-17,7
TICKET011791,CUST071223,Unauthorized Transaction,2024-11-01,3
TICKET011792,CUST044318,Card Not Working,2024-10-30,1
TICKET011793,CUST064998,Loan Application Rejected,2024-08-07,5
TICKET011794,CUST058175,Delayed Refund,2024-09-24,8
TICKET011795,CUST000132,Delayed Refund,2024-10-13,7
TICKET011796,CUST007629,Unauthorized Transaction,2024-12-28,4
TICKET011797,CUST025809,Account Locked,2024-10-20,4
TICKET011798,CUST054592,Unauthorized Transaction,2025-05-01,0
TICKET011799,CUST034377,Card Not Working,2024-08-13,10
TICKET011800,CUST021852,Delayed Refund,2024-10-08,7
TICKET011801,CUST045750,ATM Withdrawal Failed,2025-02-07,9
TICKET011802,CUST074444,Delayed Refund,2025-01-05,9
TICKET011803,CUST093272,Delayed Refund,2024-08-25,9
TICKET011804,CUST079160,Account Locked,2024-08-20,7
TICKET011805,CUST047904,ATM Withdrawal Failed,2024-08-19,4
TICKET011806,CUST039803,Loan Application Rejected,2024-10-14,2
TICKET011807,CUST093329,KYC Verification Delay,2025-03-10,6
TICKET011808,CUST017107,ATM Withdrawal Failed,2024-11-14,3
TICKET011809,CUST065508,Poor Customer Service,2024-09-20,4
TICKET011810,CUST080458,Loan Application Rejected,2025-03-10,8
TICKET011811,CUST014280,ATM Withdrawal Failed,2024-09-09,0
TICKET011812,CUST064925,Incorrect Charges,2024-11-29,0
TICKET011813,CUST092008,Poor Customer Service,2025-02-15,7
TICKET011814,CUST013614,KYC Verification Delay,2024-05-20,3
TICKET011815,CUST058996,Delayed Refund,2025-05-06,2
TICKET011816,CUST089496,Poor Customer Service,2025-05-02,3
TICKET011817,CUST033063,Poor Customer Service,2024-07-05,5
TICKET011818,CUST096593,Poor Customer Service,2024-07-02,2
TICKET011819,CUST031053,Unauthorized Transaction,2025-04-23,7
TICKET011820,CUST014590,Loan Application Rejected,2024-05-27,6
TICKET011821,CUST007978,Poor Customer Service,2025-03-03,4
TICKET011822,CUST010342,KYC Verification Delay,2025-02-27,10
TICKET011823,CUST086013,Delayed Refund,2024-11-29,5
TICKET011824,CUST008723,Poor Customer Service,2024-10-16,4
TICKET011825,CUST013231,KYC Verification Delay,2024-12-12,4
TICKET011826,CUST089246,Poor Customer Service,2024-05-15,3
TICKET011827,CUST043139,Card Not Working,2025-03-17,4
TICKET011828,CUST095427,Account Locked,2024-12-09,7
TICKET011829,CUST059620,Loan Application Rejected,2025-02-21,8
TICKET011830,CUST071787,KYC Verification Delay,2024-10-29,3
TICKET011831,CUST071841,Mobile App Issues,2024-06-20,2
TICKET011832,CUST066238,Incorrect Charges,2024-10-16,10
TICKET011833,CUST029005,Delayed Refund,2024-09-25,7
TICKET011834,CUST073930,ATM Withdrawal Failed,2024-07-02,2
TICKET011835,CUST066750,Mobile App Issues,2024-09-19,5
TICKET011836,CUST089254,Card Not Working,2024-07-19,1
TICKET011837,CUST068193,Poor Customer Service,2025-02-21,0
TICKET011838,CUST032628,Incorrect Charges,2024-11-07,8
TICKET011839,CUST062908,Delayed Refund,2024-06-09,9
TICKET011840,CUST043673,Incorrect Charges,2024-12-07,8
TICKET011841,CUST045903,Incorrect Charges,2024-10-09,5
TICKET011842,CUST099775,Poor Customer Service,2025-03-25,1
TICKET011843,CUST047586,Delayed Refund,2024-05-10,0
TICKET011844,CUST074364,Loan Application Rejected,2025-04-06,4
TICKET011845,CUST065497,Delayed Refund,2025-03-25,8
TICKET011846,CUST078279,Unauthorized Transaction,2024-11-13,4
TICKET011847,CUST012068,Card Not Working,2025-04-10,2
TICKET011848,CUST097741,Account Locked,2024-06-05,8
TICKET011849,CUST045562,Delayed Refund,2024-09-20,6
TICKET011850,CUST056958,ATM Withdrawal Failed,2024-09-27,2
TICKET011851,CUST027826,Unauthorized Transaction,2025-02-06,0
TICKET011852,CUST043179,Unauthorized Transaction,2024-06-07,8
TICKET011853,CUST072053,Delayed Refund,2025-04-24,9
TICKET011854,CUST090805,KYC Verification Delay,2024-07-09,9
TICKET011855,CUST074650,Incorrect Charges,2024-08-27,0
TICKET011856,CUST031558,Unauthorized Transaction,2025-02-27,8
TICKET011857,CUST005909,Mobile App Issues,2024-08-09,9
TICKET011858,CUST079194,Account Locked,2025-04-01,9
TICKET011859,CUST015489,Card Not Working,2024-10-14,2
TICKET011860,CUST092051,Card Not Working,2024-11-15,7
TICKET011861,CUST085800,Incorrect Charges,2024-07-18,9
TICKET011862,CUST092404,Poor Customer Service,2024-09-15,4
TICKET011863,CUST039218,Card Not Working,2024-09-13,7
TICKET011864,CUST047376,Poor Customer Service,2024-05-19,0
TICKET011865,CUST074156,ATM Withdrawal Failed,2024-12-14,9
TICKET011866,CUST033470,Incorrect Charges,2025-05-03,8
TICKET011867,CUST091828,Loan Application Rejected,2024-06-17,0
TICKET011868,CUST095129,ATM Withdrawal Failed,2025-04-28,3
TICKET011869,CUST097403,KYC Verification Delay,2025-01-23,3
TICKET011870,CUST099842,Loan Application Rejected,2024-07-19,10
TICKET011871,CUST077547,Account Locked,2024-05-20,9
TICKET011872,CUST001650,Poor Customer Service,2024-12-26,4
TICKET011873,CUST056926,ATM Withdrawal Failed,2024-07-27,2
TICKET011874,CUST077588,Incorrect Charges,2024-06-24,8
TICKET011875,CUST007498,Loan Application Rejected,2024-07-17,7
TICKET011876,CUST022998,Poor Customer Service,2025-02-23,3
TICKET011877,CUST097409,Delayed Refund,2024-05-21,6
TICKET011878,CUST063503,Loan Application Rejected,2025-04-14,3
TICKET011879,CUST041426,ATM Withdrawal Failed,2025-04-15,1
TICKET011880,CUST006888,Account Locked,2025-03-16,8
TICKET011881,CUST073094,Poor Customer Service,2025-03-25,0
TICKET011882,CUST081265,Mobile App Issues,2024-09-26,0
TICKET011883,CUST010815,Card Not Working,2024-12-04,4
TICKET011884,CUST071876,Card Not Working,2024-11-11,0
TICKET011885,CUST021316,Incorrect Charges,2025-05-01,8
TICKET011886,CUST079598,ATM Withdrawal Failed,2024-09-29,6
TICKET011887,CUST023598,KYC Verification Delay,2025-02-04,4
TICKET011888,CUST037738,Unauthorized Transaction,2025-03-29,2
TICKET011889,CUST042836,Poor Customer Service,2025-03-08,1
TICKET011890,CUST025965,Mobile App Issues,2024-08-04,1
TICKET011891,CUST018997,Incorrect Charges,2024-07-26,7
TICKET011892,CUST068700,Card Not Working,2024-08-11,4
TICKET011893,CUST080767,Card Not Working,2024-10-22,7
TICKET011894,CUST082414,Unauthorized Transaction,2024-05-09,8
TICKET011895,CUST061861,KYC Verification Delay,2024-08-24,9
TICKET011896,CUST008945,ATM Withdrawal Failed,2024-10-30,5
TICKET011897,CUST080331,Poor Customer Service,2025-01-05,10
TICKET011898,CUST004111,Card Not Working,2024-06-01,0
TICKET011899,CUST025157,Delayed Refund,2024-10-28,4
TICKET011900,CUST093597,ATM Withdrawal Failed,2024-05-11,9
TICKET011901,CUST047836,Card Not Working,2024-05-28,7
TICKET011902,CUST031476,Loan Application Rejected,2024-09-20,5
TICKET011903,CUST060909,Loan Application Rejected,2024-08-16,10
TICKET011904,CUST080126,Card Not Working,2025-04-22,1
TICKET011905,CUST082309,Poor Customer Service,2024-10-24,1
TICKET011906,CUST087028,Incorrect Charges,2025-03-04,2
TICKET011907,CUST079335,Delayed Refund,2025-03-02,1
TICKET011908,CUST022799,Loan Application Rejected,2024-06-11,4
TICKET011909,CUST042878,Account Locked,2025-04-30,0
TICKET011910,CUST023207,KYC Verification Delay,2024-11-04,3
TICKET011911,CUST086672,ATM Withdrawal Failed,2024-08-25,6
TICKET011912,CUST015124,Card Not Working,2025-05-03,3
TICKET011913,CUST091800,Card Not Working,2024-10-24,7
TICKET011914,CUST099971,Account Locked,2025-03-11,1
TICKET011915,CUST000525,Poor Customer Service,2024-07-28,10
TICKET011916,CUST025123,Loan Application Rejected,2024-06-14,10
TICKET011917,CUST079268,Incorrect Charges,2024-07-12,5
TICKET011918,CUST046251,Card Not Working,2025-01-14,4
TICKET011919,CUST076858,Poor Customer Service,2024-12-04,6
TICKET011920,CUST085367,KYC Verification Delay,2025-01-30,3
TICKET011921,CUST022763,ATM Withdrawal Failed,2025-04-19,2
TICKET011922,CUST010503,Delayed Refund,2024-12-23,6
TICKET011923,CUST073525,ATM Withdrawal Failed,2025-03-09,6
TICKET011924,CUST027894,Loan Application Rejected,2024-08-19,10
TICKET011925,CUST040478,KYC Verification Delay,2024-11-01,1
TICKET011926,CUST046070,Incorrect Charges,2024-12-29,10
TICKET011927,CUST072669,ATM Withdrawal Failed,2025-01-13,5
TICKET011928,CUST011484,KYC Verification Delay,2024-09-29,4
TICKET011929,CUST061533,Poor Customer Service,2024-07-23,3
TICKET011930,CUST038678,Poor Customer Service,2024-07-12,1
TICKET011931,CUST044258,Poor Customer Service,2024-09-02,10
TICKET011932,CUST089665,Mobile App Issues,2024-05-21,9
TICKET011933,CUST014548,Card Not Working,2024-08-28,5
TICKET011934,CUST035351,KYC Verification Delay,2024-11-16,1
TICKET011935,CUST024773,Incorrect Charges,2024-10-21,8
TICKET011936,CUST006745,Loan Application Rejected,2024-05-21,9
TICKET011937,CUST033992,Unauthorized Transaction,2024-06-17,10
TICKET011938,CUST020513,Delayed Refund,2024-11-11,10
TICKET011939,CUST097732,Poor Customer Service,2025-01-21,5
TICKET011940,CUST071400,Card Not Working,2024-10-29,3
TICKET011941,CUST004476,Account Locked,2025-05-07,1
TICKET011942,CUST077103,Delayed Refund,2024-09-02,5
TICKET011943,CUST017251,Mobile App Issues,2024-07-28,0
TICKET011944,CUST099002,Delayed Refund,2024-06-06,5
TICKET011945,CUST093871,ATM Withdrawal Failed,2024-09-04,7
TICKET011946,CUST040937,KYC Verification Delay,2024-06-28,0
TICKET011947,CUST024001,ATM Withdrawal Failed,2024-05-11,3
TICKET011948,CUST036382,Poor Customer Service,2025-04-27,3
TICKET011949,CUST076150,Account Locked,2025-03-10,2
TICKET011950,CUST060901,Card Not Working,2024-09-02,9
TICKET011951,CUST096889,Incorrect Charges,2024-10-14,3
TICKET011952,CUST053163,Incorrect Charges,2025-05-08,4
TICKET011953,CUST075955,Delayed Refund,2025-04-09,8
TICKET011954,CUST089523,Mobile App Issues,2024-06-27,5
TICKET011955,CUST003372,Mobile App Issues,2024-08-31,3
TICKET011956,CUST035460,Delayed Refund,2024-09-18,9
TICKET011957,CUST052283,Incorrect Charges,2024-11-13,9
TICKET011958,CUST021125,KYC Verification Delay,2025-03-01,1
TICKET011959,CUST054207,Card Not Working,2024-11-13,5
TICKET011960,CUST017177,Delayed Refund,2024-05-08,7
TICKET011961,CUST065711,Incorrect Charges,2024-07-30,2
TICKET011962,CUST047460,Card Not Working,2024-06-27,0
TICKET011963,CUST029469,Unauthorized Transaction,2024-12-13,7
TICKET011964,CUST028239,Mobile App Issues,2025-03-19,4
TICKET011965,CUST033319,Card Not Working,2025-03-07,2
TICKET011966,CUST078369,ATM Withdrawal Failed,2025-01-27,2
TICKET011967,CUST032320,KYC Verification Delay,2024-11-12,1
