customer_id|loan_type|amount_utilized|utilization_date|loan_reason
CUST001918|Auto Loan|324000|2025-03-27|Please do not hesitate to reach out that your valuable feedback is shared with the broader management team
CUST003743|Top-Up Loan|634000|2024-07-14|We are awaiting your confirmation that the scheduled timeline for the project remains unchanged
CUST029118|Home Loan|521000|2024-08-04|Please ensure that that your comments are incorporated into the final version of the agreement
CUST018747|Credit Card Loan|813000|2024-07-21|Thank you for your attention that your comments are incorporated into the final version of the agreement
CUST089711|Loan Against Deposit|816000|2024-12-09|Thinking we should we could grab dinner sometime this week and catch up properly
CUST052420|Credit Card Loan|391000|2025-03-30|Kindly let me know that the project deliverables are submitted by the upcoming deadline
CUST052153|Business Loan|205000|2024-09-16|We should arrange a meeting that there are no pending items before the closure of this phase
CUST018162|Travel Loan|38000|2024-12-12|Please do not hesitate to reach out that there are no pending items before the closure of this phase
CUST056776|Business Loan|534000|2024-08-20|It would be awesome if we could go on a spontaneous road trip without much planning
CUST000042|Credit Card Loan|441000|2024-10-23|Let me know if we could go for a hike if the weather stays good
CUST079243|Education Loan|288000|2024-12-21|Thinking we should we could book tickets for that concert happening next month
CUST008350|Credit Card Loan|176000|2025-01-31|Kindly let me know that the updated policy guidelines have been distributed to all departments
CUST078059|Travel Loan|838000|2024-09-11|I finally got time to we could check out that new movie you mentioned last month
CUST006320|Auto Loan|933000|2024-12-01|Kindly let me know that your valuable feedback is shared with the broader management team
CUST025574|Education Loan|722000|2025-03-30|Thinking we should we could book tickets for that concert happening next month
CUST053701|Personal Loan|936000|2025-04-30|It has been way too long since we could book tickets for that concert happening next month
CUST007035|Home Loan|179000|2024-12-25|Please ensure that that the invoice details are correctly reflected in your records
CUST044539|Travel Loan|462000|2024-08-27|It would be greatly appreciated if that your valuable feedback is shared with the broader management team
CUST071556|Auto Loan|173000|2024-10-06|Kindly let me know that all compliance requirements have been successfully met
CUST071888|Home Loan|762000|2025-02-20|Thank you for your attention that your comments are incorporated into the final version of the agreement
CUST034254|Auto Loan|286000|2025-03-19|Maybe we can plan something we could book tickets for that concert happening next month
CUST009204|Loan Against Deposit|604000|2024-08-24|You should definitely join we could go on a spontaneous road trip without much planning
CUST012760|Business Loan|551000|2024-12-06|I finally got time to we could host a small get-together at my place this weekend
CUST039139|Education Loan|53000|2024-09-30|Thinking we should we could spend a lazy Sunday just binge-watching old shows
CUST092726|Personal Loan|337000|2025-02-05|Maybe we can plan something we could start working on that project idea we joked about earlier
CUST063587|Credit Card Loan|496000|2024-11-19|Maybe we can plan something we could go on a spontaneous road trip without much planning
CUST019372|Personal Loan|133000|2024-12-10|Please do not hesitate to reach out that the updated policy guidelines have been distributed to all departments
CUST030617|Credit Card Loan|594000|2024-05-22|We should arrange a meeting that the scheduled timeline for the project remains unchanged
CUST084165|Medical Loan|643000|2024-09-10|You should definitely join we could hang out by the beach before it gets colder again
CUST044401|Loan Against Deposit|880000|2025-02-25|I am writing to follow up that the scheduled timeline for the project remains unchanged
CUST067293|Business Loan|165000|2025-03-12|We are awaiting your confirmation that the scheduled timeline for the project remains unchanged
CUST024401|Personal Loan|295000|2025-01-29|Kindly let me know that there are no pending items before the closure of this phase
CUST057210|Education Loan|977000|2024-12-10|Maybe we can plan something we could try that new pizza place everyone keeps recommending
CUST004688|Medical Loan|266000|2024-07-27|Maybe we can plan something we could check out that new movie you mentioned last month
CUST022706|Education Loan|58000|2025-03-28|Let me know if we could try that new pizza place everyone keeps recommending
CUST049928|Travel Loan|239000|2024-07-16|We are awaiting your confirmation that there are no pending items before the closure of this phase
CUST043281|Business Loan|794000|2024-12-27|Let me know if we could spend a lazy Sunday just binge-watching old shows
CUST025364|Home Loan|738000|2024-06-21|I am writing to follow up that the project deliverables are submitted by the upcoming deadline
CUST006856|Education Loan|739000|2024-09-21|I am writing to follow up that the scheduled timeline for the project remains unchanged
CUST048698|Travel Loan|784000|2025-03-21|It would be awesome if we could start working on that project idea we joked about earlier
CUST032689|Home Loan|295000|2024-06-05|Please ensure that that your comments are incorporated into the final version of the agreement
CUST054126|Business Loan|970000|2025-04-19|Maybe we can plan something we could hang out by the beach before it gets colder again
CUST054255|Home Loan|836000|2024-08-01|Thank you for your attention that all compliance requirements have been successfully met
CUST009664|Loan Against Deposit|676000|2024-12-08|We seriously need to we could spend a lazy Sunday just binge-watching old shows
CUST067314|Home Loan|145000|2025-04-05|Please do not hesitate to reach out that the invoice details are correctly reflected in your records
CUST019966|Auto Loan|501000|2024-06-15|I finally got time to we could book tickets for that concert happening next month
CUST049230|Home Loan|715000|2024-10-01|We seriously need to we could try that new pizza place everyone keeps recommending
CUST097506|Travel Loan|919000|2024-05-09|I finally got time to we could check out that new movie you mentioned last month
CUST007703|Personal Loan|551000|2025-02-18|We seriously need to we could grab dinner sometime this week and catch up properly
CUST042495|Personal Loan|551000|2024-12-03|I am writing to follow up that all compliance requirements have been successfully met
CUST030445|Auto Loan|956000|2025-02-26|Let me know if we could grab dinner sometime this week and catch up properly
CUST033217|Business Loan|69000|2025-04-25|Maybe we can plan something we could spend a lazy Sunday just binge-watching old shows
CUST064176|Loan Against Deposit|285000|2025-02-05|It would be awesome if we could go for a hike if the weather stays good
CUST021785|Education Loan|215000|2024-05-17|I am writing to follow up that we maintain open communication during the implementation period
CUST089247|Medical Loan|579000|2025-02-16|Maybe we can plan something we could go for a hike if the weather stays good
CUST097358|Travel Loan|629000|2024-12-03|I would like to inform you that all compliance requirements have been successfully met
CUST025268|Business Loan|231000|2024-09-17|Hey I was thinking we could go for a hike if the weather stays good
CUST071673|Loan Against Deposit|280000|2024-11-01|Maybe we can plan something we could go for a hike if the weather stays good
CUST074382|Travel Loan|49000|2024-12-16|Kindly let me know that the updated policy guidelines have been distributed to all departments
CUST057707|Education Loan|693000|2025-03-22|Please do not hesitate to reach out that we maintain open communication during the implementation period
CUST091302|Travel Loan|37000|2024-11-08|It has been way too long since we could check out that new movie you mentioned last month
CUST068495|Auto Loan|743000|2024-12-27|Just wanted to say we could go on a spontaneous road trip without much planning
CUST066563|Loan Against Deposit|842000|2025-03-16|I finally got time to we could book tickets for that concert happening next month
CUST007165|Business Loan|355000|2024-05-17|Please do not hesitate to reach out that the invoice details are correctly reflected in your records
CUST022208|Loan Against Deposit|99000|2024-08-22|I am writing to follow up that the scheduled timeline for the project remains unchanged
CUST098509|Credit Card Loan|924000|2025-05-01|We are awaiting your confirmation that the invoice details are correctly reflected in your records
CUST011417|Home Loan|691000|2024-12-30|Please ensure that that the invoice details are correctly reflected in your records
CUST033649|Personal Loan|493000|2025-02-19|I finally got time to we could book tickets for that concert happening next month
CUST063735|Loan Against Deposit|261000|2025-02-26|Please ensure that that the project deliverables are submitted by the upcoming deadline
CUST074660|Education Loan|726000|2024-05-18|We should arrange a meeting that the invoice details are correctly reflected in your records
CUST029014|Education Loan|144000|2024-10-19|We seriously need to we could go on a spontaneous road trip without much planning
CUST088088|Medical Loan|907000|2024-10-02|It would be greatly appreciated if that your comments are incorporated into the final version of the agreement
CUST084637|Travel Loan|37000|2025-04-14|We seriously need to we could spend a lazy Sunday just binge-watching old shows
CUST038546|Credit Card Loan|569000|2024-06-21|We are awaiting your confirmation that the project deliverables are submitted by the upcoming deadline
CUST072292|Education Loan|928000|2024-08-31|It has been way too long since we could go for a hike if the weather stays good
CUST054886|Home Loan|35000|2024-07-31|Thank you for your attention that your valuable feedback is shared with the broader management team
CUST072925|Personal Loan|464000|2025-04-28|Hey I was thinking we could go for a hike if the weather stays good
CUST006247|Auto Loan|252000|2024-05-26|Just wanted to say we could go for a hike if the weather stays good
CUST033580|Credit Card Loan|377000|2025-02-01|We seriously need to we could hang out by the beach before it gets colder again
CUST081689|Education Loan|485000|2025-02-15|Let me know if we could try that new pizza place everyone keeps recommending
CUST068065|Auto Loan|577000|2025-01-13|Hey I was thinking we could go on a spontaneous road trip without much planning
CUST031288|Medical Loan|455000|2024-07-14|Please do not hesitate to reach out that there are no pending items before the closure of this phase
CUST040593|Business Loan|42000|2024-05-21|We are awaiting your confirmation that the invoice details are correctly reflected in your records
CUST008550|Home Loan|858000|2024-05-26|Thank you for your attention that the scheduled timeline for the project remains unchanged
CUST049219|Credit Card Loan|800000|2024-06-20|Thinking we should we could check out that new movie you mentioned last month
CUST010640|Auto Loan|674000|2025-05-07|I am writing to follow up that the updated policy guidelines have been distributed to all departments
CUST058698|Education Loan|142000|2024-05-18|Let me know if we could go for a hike if the weather stays good
CUST013049|Loan Against Deposit|121000|2024-10-27|It would be greatly appreciated if that your valuable feedback is shared with the broader management team
CUST074599|Business Loan|50000|2024-12-20|Just wanted to say we could spend a lazy Sunday just binge-watching old shows
CUST002779|Auto Loan|789000|2024-05-20|Thinking we should we could check out that new movie you mentioned last month
CUST000197|Loan Against Deposit|701000|2025-03-25|Thank you for your attention that the updated policy guidelines have been distributed to all departments
CUST054900|Auto Loan|592000|2025-02-01|Please do not hesitate to reach out that your valuable feedback is shared with the broader management team
CUST026805|Loan Against Deposit|313000|2024-12-18|Please do not hesitate to reach out that your valuable feedback is shared with the broader management team
CUST037641|Personal Loan|61000|2025-04-17|Please do not hesitate to reach out that we maintain open communication during the implementation period
CUST076907|Auto Loan|612000|2024-11-27|It has been way too long since we could go for a hike if the weather stays good
CUST075155|Auto Loan|663000|2024-10-04|I would like to inform you that your valuable feedback is shared with the broader management team
CUST077051|Medical Loan|362000|2024-11-22|Kindly let me know that your valuable feedback is shared with the broader management team
CUST091877|Auto Loan|459000|2025-02-02|We should arrange a meeting that the project deliverables are submitted by the upcoming deadline
CUST047312|Education Loan|742000|2025-03-21|The requested documents have been prepared and that all compliance requirements have been successfully met
CUST028666|Travel Loan|228000|2025-04-19|You should definitely join we could spend a lazy Sunday just binge-watching old shows
CUST006946|Credit Card Loan|895000|2024-06-26|You should definitely join we could try that new pizza place everyone keeps recommending
CUST073093|Top-Up Loan|765000|2024-09-22|It would be awesome if we could go on a spontaneous road trip without much planning
CUST000458|Education Loan|317000|2024-08-21|Hey I was thinking we could grab dinner sometime this week and catch up properly
CUST041639|Loan Against Deposit|483000|2024-05-30|Thinking we should we could host a small get-together at my place this weekend
CUST027430|Top-Up Loan|513000|2024-07-19|Please ensure that that the invoice details are correctly reflected in your records
CUST040111|Credit Card Loan|596000|2024-09-26|Let me know if we could hang out by the beach before it gets colder again
CUST088663|Credit Card Loan|695000|2024-06-25|We seriously need to we could go for a hike if the weather stays good
CUST014377|Credit Card Loan|859000|2024-10-14|The requested documents have been prepared and that your comments are incorporated into the final version of the agreement
CUST059423|Personal Loan|935000|2024-10-06|Please ensure that that your comments are incorporated into the final version of the agreement
CUST013990|Education Loan|640000|2025-03-09|You should definitely join we could hang out by the beach before it gets colder again
CUST077824|Loan Against Deposit|870000|2025-03-08|Thinking we should we could hang out by the beach before it gets colder again
CUST042706|Education Loan|664000|2024-07-29|Thank you for your attention that all compliance requirements have been successfully met
CUST037158|Home Loan|637000|2024-09-27|Let me know if we could try that new pizza place everyone keeps recommending
CUST046997|Travel Loan|840000|2024-06-24|We are awaiting your confirmation that your valuable feedback is shared with the broader management team
CUST031584|Auto Loan|452000|2024-09-21|It has been way too long since we could check out that new movie you mentioned last month
CUST063731|Home Loan|328000|2024-05-16|Kindly let me know that the invoice details are correctly reflected in your records
CUST077655|Credit Card Loan|181000|2024-10-19|Please ensure that that the project deliverables are submitted by the upcoming deadline
CUST014759|Credit Card Loan|599000|2025-01-11|Maybe we can plan something we could go for a hike if the weather stays good
CUST009814|Auto Loan|470000|2024-12-15|You should definitely join we could start working on that project idea we joked about earlier
CUST034501|Home Loan|389000|2024-06-12|Just wanted to say we could go for a hike if the weather stays good
CUST088579|Personal Loan|790000|2024-12-25|Please do not hesitate to reach out that your comments are incorporated into the final version of the agreement
CUST055272|Home Loan|350000|2025-03-03|Thinking we should we could host a small get-together at my place this weekend
CUST010891|Education Loan|847000|2024-07-29|Thinking we should we could book tickets for that concert happening next month
CUST055726|Loan Against Deposit|141000|2024-11-18|Maybe we can plan something we could check out that new movie you mentioned last month
CUST069032|Home Loan|78000|2024-06-29|It has been way too long since we could spend a lazy Sunday just binge-watching old shows
CUST086658|Travel Loan|158000|2025-03-18|Hey I was thinking we could host a small get-together at my place this weekend
CUST088509|Auto Loan|21000|2024-08-31|We are awaiting your confirmation that the project deliverables are submitted by the upcoming deadline
CUST066215|Top-Up Loan|920000|2024-11-08|It would be greatly appreciated if that your comments are incorporated into the final version of the agreement
CUST029127|Top-Up Loan|395000|2024-07-16|Let me know if we could spend a lazy Sunday just binge-watching old shows
CUST048493|Home Loan|185000|2024-09-11|We should arrange a meeting that there are no pending items before the closure of this phase
CUST006355|Home Loan|659000|2025-01-30|Thinking we should we could book tickets for that concert happening next month
CUST078813|Personal Loan|212000|2024-10-21|Please ensure that that the scheduled timeline for the project remains unchanged
CUST062431|Top-Up Loan|838000|2024-10-19|We are awaiting your confirmation that we maintain open communication during the implementation period
CUST076136|Auto Loan|307000|2024-08-28|We seriously need to we could start working on that project idea we joked about earlier
CUST027019|Credit Card Loan|266000|2024-05-14|Just wanted to say we could spend a lazy Sunday just binge-watching old shows
CUST019173|Top-Up Loan|918000|2024-07-09|Please ensure that that your comments are incorporated into the final version of the agreement
CUST078416|Loan Against Deposit|543000|2024-08-13|We seriously need to we could go for a hike if the weather stays good
CUST055560|Medical Loan|140000|2024-07-06|We seriously need to we could spend a lazy Sunday just binge-watching old shows
CUST014555|Auto Loan|946000|2024-05-08|I finally got time to we could grab dinner sometime this week and catch up properly
CUST091021|Loan Against Deposit|69000|2025-04-14|It has been way too long since we could hang out by the beach before it gets colder again
CUST039679|Education Loan|533000|2025-03-25|Please do not hesitate to reach out that we maintain open communication during the implementation period
CUST035608|Loan Against Deposit|303000|2024-09-26|Maybe we can plan something we could hang out by the beach before it gets colder again
CUST014272|Top-Up Loan|44000|2025-02-04|We should arrange a meeting that the scheduled timeline for the project remains unchanged
CUST031544|Loan Against Deposit|180000|2025-03-10|It has been way too long since we could grab dinner sometime this week and catch up properly
CUST054430|Travel Loan|952000|2025-02-20|Please do not hesitate to reach out that there are no pending items before the closure of this phase
